,Reg Valid Date,City,State,Zip,County,Model Year,Make,Registration year,latitude,longitude
6193,2021-09-01,BROOKLYN,NY,11228,KINGS,2021,TESLA,2021,40.6174,-74.0121
6198,2021-09-01,BELLEROSE,NY,11426,QUEENS,2021,TESLA,2021,40.7347,-73.723
6210,2021-08-23,FOREST HILLS,NY,11375,QUEENS,2021,TESLA,2021,40.7229,-73.8473
6213,2021-08-23,BROOKLYN,NY,11237,KINGS,2021,TESLA,2021,40.7006,-73.918
6217,2021-08-08,BROOKLYN,NY,11249,KINGS,2021,TESLA,2021,40.6451,-73.945
6218,2021-08-01,FLUSHING,NY,11358,QUEENS,2021,TESLA,2021,40.7606,-73.7968
6224,2021-07-21,STATEN ISLAND,NY,10314,RICHMOND,2021,TESLA,2021,40.6039,-74.1472
6229,2021-09-02,BROOKLYN,NY,11236,KINGS,2021,TESLA,2021,40.6407,-73.9028
6231,2021-09-26,BROOKLYN,NY,11229,KINGS,2021,TESLA,2021,40.6011,-73.9475
6234,2020-09-29,GLENDALE,NY,11385,QUEENS,2020,TESLA,2020,40.7036,-73.8961
6239,2021-05-07,NEW YORK,NY,10024,NEW YORK,2020,TESLA,2021,40.7864,-73.9764
6242,2020-09-29,REGO PARK,NY,11374,QUEENS,2020,TESLA,2020,40.7278,-73.8602
6246,2020-10-09,DOUGLASTON,NY,11362,QUEENS,2020,TESLA,2020,40.7591,-73.7326
6252,2020-09-21,BROOKLYN,NY,11223,KINGS,2020,TESLA,2020,40.5979,-73.9743
6254,2020-09-20,STATEN ISLAND,NY,10309,RICHMOND,2020,TESLA,2020,40.5352,-74.2116
6255,2020-09-18,NEW YORK,NY,10028,NEW YORK,2020,TESLA,2020,40.7763,-73.9529
6260,2020-09-19,NEW YORK CITY,NY,10024,NEW YORK,2020,TESLA,2020,40.7864,-73.9764
6263,2020-09-22,BROOKLYN,NY,11229,KINGS,2020,TESLA,2020,40.6011,-73.9475
6264,2020-09-21,BROOKLYN,NY,11223,KINGS,2020,TESLA,2020,40.5979,-73.9743
6266,2020-09-25,NEW YORK,NY,10022,NEW YORK,2020,TESLA,2020,40.7571,-73.9657
6274,2021-02-22,STATEN ISLAND,NY,10304,RICHMOND,2020,TESLA,2021,40.6102,-74.0878
6281,2020-07-17,STATEN ISLAND,NY,10312,RICHMOND,2020,TESLA,2020,40.5457,-74.1792
6286,2021-11-15,BRONX,NY,10451,BRONX,2020,TESLA,2021,40.8222,-73.9217
6289,2021-03-20,ASTORIA,NY,11102,QUEENS,2020,TESLA,2021,40.7706,-73.9265
6290,2021-10-06,BROOKLYN,NY,11201,KINGS,2020,TESLA,2021,40.694,-73.9903
6291,2020-06-26,LITTLE NECK,NY,11362,QUEENS,2020,TESLA,2020,40.7591,-73.7326
6292,2020-08-20,FLUSHING,NY,11354,QUEENS,2020,TESLA,2020,40.7667,-73.8241
6297,2021-07-13,BROOKLYN,NY,11236,KINGS,2020,TESLA,2021,40.6407,-73.9028
6305,2021-02-18,FLUSHING,NY,11355,QUEENS,2020,TESLA,2021,40.7536,-73.8226
6306,2020-06-24,BROOKLYN,NY,11201,KINGS,2020,TESLA,2020,40.694,-73.9903
6310,2020-05-22,NEW YORK CITY,NY,10024,NEW YORK,2020,TESLA,2020,40.7864,-73.9764
6311,2020-07-14,L I C,NY,11109,QUEENS,2020,TESLA,2020,40.7454,-73.9575
6322,2020-05-17,BROOKLYN,NY,11206,KINGS,2020,TESLA,2020,40.7012,-73.9436
6329,2020-10-26,NEW YORK,NY,10001,NEW YORK,2020,TESLA,2020,40.7484,-73.9967
6338,2021-03-27,FRESH MEADOWS,NY,11365,QUEENS,2020,TESLA,2021,40.7374,-73.7951
6343,2021-02-22,STATEN ISLAND,NY,10314,RICHMOND,2020,TESLA,2021,40.6039,-74.1472
6350,2021-09-28,NEW YORK CITY,NY,10028,NEW YORK,2020,TESLA,2021,40.7763,-73.9529
6354,2020-12-23,FAR ROCKAWAY,NY,11691,QUEENS,2020,TESLA,2020,40.6006,-73.758
6367,2021-09-28,NEW YORK,NY,10075,NEW YORK,2020,TESLA,2021,40.7143,-74.006
6371,2021-11-26,ROSEDALE,NY,11422,QUEENS,2020,TESLA,2021,40.6621,-73.7353
6374,2021-10-26,ASTORIA,NY,11105,QUEENS,2020,TESLA,2021,40.7763,-73.911
6376,2021-04-12,BROOKLYN,NY,11210,KINGS,2020,TESLA,2021,40.6281,-73.9467
6377,2021-09-25,BLOOMINGBURG,NY,12721,NEW YORK,2020,TESLA,2021,41.5644,-74.4304
6381,2021-10-08,BROOKLYN,NY,11211,KINGS,2020,TESLA,2021,40.7095,-73.9563
6390,2021-09-21,BROOKLYN,NY,11235,KINGS,2019,TESLA,2021,40.5839,-73.9536
6391,2021-09-10,NEW YORK CITY,NY,10023,NEW YORK,2019,TESLA,2021,40.7764,-73.9827
6393,2021-08-22,NEW YORK,NY,10022,NEW YORK,2019,TESLA,2021,40.7571,-73.9657
6401,2020-09-26,BROOKLYN,NY,11249,KINGS,2019,TESLA,2020,40.6451,-73.945
6407,2021-08-23,FLUSHING,NY,11355,QUEENS,2019,TESLA,2021,40.7536,-73.8226
6408,2021-08-28,BROOKLYN,NY,11230,KINGS,2019,TESLA,2021,40.6225,-73.965
6419,2021-08-09,BROOKLYN,NY,11201,KINGS,2019,TESLA,2021,40.694,-73.9903
6421,2021-09-26,STATEN ISLAND,NY,10302,RICHMOND,2019,TESLA,2021,40.6306,-74.1379
6431,2020-06-23,NEW YORK,NY,10013,NEW YORK,2019,TESLA,2020,40.7185,-74.0025
6444,2021-09-17,JAMAICA,NY,11435,QUEENS,2019,TESLA,2021,40.7029,-73.8111
6451,2021-02-07,FOREST HILLS,NY,11375,QUEENS,2019,TESLA,2021,40.7229,-73.8473
6452,2021-07-19,WOODSIDE,NY,11377,QUEENS,2019,TESLA,2021,40.745,-73.9069
6454,2021-04-30,REGO PARK,NY,11374,QUEENS,2019,TESLA,2021,40.7278,-73.8602
6456,2021-01-28,NEW YORK,NY,10028,NEW YORK,2019,TESLA,2021,40.7763,-73.9529
6459,2021-08-27,STATEN ISLAND,NY,10312,RICHMOND,2019,TESLA,2021,40.5457,-74.1792
6470,2021-02-03,BROOKLYN,NY,11221,KINGS,2019,TESLA,2021,40.6907,-73.9274
6472,2020-06-26,BAYSIDE,NY,11361,QUEENS,2019,TESLA,2020,40.7627,-73.7745
6473,2021-05-04,ELMHURST,NY,11373,QUEENS,2019,TESLA,2021,40.7351,-73.8776
6480,2021-06-29,FLUSHING,NY,11355,QUEENS,2019,TESLA,2021,40.7536,-73.8226
6492,2021-06-13,BELLEROSE,NY,11426,QUEENS,2019,TESLA,2021,40.7347,-73.723
6505,2021-04-09,OLD CHATHAM,NY,12136,NEW YORK,2019,TESLA,2021,42.4357,-73.5545
6507,2021-02-23,NEW YORK,NY,10021,NEW YORK,2019,TESLA,2021,40.7685,-73.9588
6513,2021-03-23,NEW HYDE PARK,NY,11040,NEW YORK,2019,TESLA,2021,40.7294,-73.6828
6527,2021-05-10,BROOKLYN,NY,11235,KINGS,2019,TESLA,2021,40.5839,-73.9536
6530,2021-03-11,NEW YORK,NY,10035,NEW YORK,2019,TESLA,2021,40.8011,-73.9371
6540,2020-12-04,BAYSIDE HILLS,NY,11364,QUEENS,2018,TESLA,2020,40.7428,-73.7588
6545,2020-10-29,BROOKLYN,NY,11249,KINGS,2018,TESLA,2020,40.6451,-73.945
6554,2021-03-09,STATEN ISLAND,NY,10304,RICHMOND,2018,TESLA,2021,40.6102,-74.0878
6555,2021-08-06,ASTORIA,NY,11102,QUEENS,2018,TESLA,2021,40.7706,-73.9265
6565,2021-11-20,BROOKLYN,NY,11216,KINGS,2018,TESLA,2021,40.6794,-73.9496
6568,2021-04-03,NEW YORK,NY,10009,NEW YORK,2018,TESLA,2021,40.7262,-73.9796
6569,2020-12-14,BROOKLYN,NY,11226,KINGS,2018,TESLA,2020,40.6467,-73.957
6577,2021-03-16,BAYSIDE,NY,11361,QUEENS,2018,TESLA,2021,40.7627,-73.7745
6578,2020-11-14,MASPETH,NY,11378,QUEENS,2018,TESLA,2020,40.7239,-73.8997
6582,2020-10-02,STATEN ISLAND,NY,10301,RICHMOND,2018,TESLA,2020,40.6316,-74.0927
6583,2020-10-05,NEW YORK,NY,10010,NEW YORK,2018,TESLA,2020,40.7375,-73.9813
6586,2021-01-27,BROOKLYN,NY,11233,KINGS,2018,TESLA,2021,40.6784,-73.9211
6587,2021-02-25,WOODHAVEN,NY,11421,QUEENS,2018,TESLA,2021,40.6913,-73.8585
6602,2020-08-24,BAYSIDE,NY,11361,QUEENS,2018,TESLA,2020,40.7627,-73.7745
6604,2020-11-10,BROOKLYN,NY,11229,KINGS,2018,TESLA,2020,40.6011,-73.9475
6608,2020-12-27,JAMAICA,NY,11426,QUEENS,2018,TESLA,2020,40.7347,-73.723
6623,2021-08-30,BRONX,NY,10470,BRONX,2018,TESLA,2021,40.9,-73.8622
6628,2020-11-15,NEW YORK,NY,10014,NEW YORK,2018,TESLA,2020,40.7339,-74.0054
6639,2020-09-25,BROOKLYN,NY,11209,KINGS,2018,TESLA,2020,40.6251,-74.0303
6641,2020-04-25,STATEN ISLAND,NY,10301,RICHMOND,2018,TESLA,2020,40.6316,-74.0927
6642,2021-12-31,JAMAICA,NY,11432,QUEENS,2018,TESLA,2021,40.7119,-73.7944
6652,2020-04-22,BROOKLYN,NY,11209,KINGS,2018,TESLA,2020,40.6251,-74.0303
6661,2020-10-27,NEW YORK,NY,10024,NEW YORK,2018,TESLA,2020,40.7864,-73.9764
6663,2020-12-01,BAYSIDE,NY,11360,QUEENS,2018,TESLA,2020,40.7807,-73.7812
6724,2021-07-07,BROOKLYN,NY,11210,KINGS,2018,TESLA,2021,40.6281,-73.9467
6729,2021-07-15,STATEN ISLAND,NY,10301,RICHMOND,2018,TESLA,2021,40.6316,-74.0927
6732,2020-07-15,FLUSHING,NY,11358,QUEENS,2018,TESLA,2020,40.7606,-73.7968
6735,2021-05-03,NEW YORK,NY,10001,NEW YORK,2018,TESLA,2021,40.7484,-73.9967
6737,2020-09-03,FLUSHING,NY,11365,QUEENS,2018,TESLA,2020,40.7374,-73.7951
6742,2020-06-23,NEW YORK CITY,NY,10023,NEW YORK,2018,TESLA,2020,40.7764,-73.9827
6745,2020-10-01,BAYSIDE,NY,11360,QUEENS,2018,TESLA,2020,40.7807,-73.7812
6747,2020-09-08,BROOKLYN,NY,11223,KINGS,2018,TESLA,2020,40.5979,-73.9743
6748,2020-08-01,BROOKLYN,NY,11220,KINGS,2018,TESLA,2020,40.6412,-74.0133
6749,2020-09-13,BROOKLYN,NY,11218,KINGS,2018,TESLA,2020,40.6424,-73.9758
6750,2020-09-08,NEW YORK,NY,10006,NEW YORK,2018,TESLA,2020,40.7085,-74.0135
6752,2021-01-26,BROOKLYN,NY,11249,KINGS,2018,TESLA,2021,40.6451,-73.945
6761,2021-12-29,ELMHURST,NY,11373,QUEENS,2022,TESLA,2021,40.7351,-73.8776
6767,2021-12-18,BROOKLYN,NY,11205,KINGS,2022,TESLA,2021,40.6924,-73.9666
6789,2021-12-02,BAYSIDE HILLS,NY,11364,QUEENS,2022,TESLA,2021,40.7428,-73.7588
6798,2021-12-01,BROOKLYN,NY,11233,KINGS,2022,TESLA,2021,40.6784,-73.9211
6803,2021-12-03,HOWARD BEACH,NY,11414,QUEENS,2022,TESLA,2021,40.6588,-73.8438
6809,2021-12-01,BAYSIDE,NY,11364,QUEENS,2022,TESLA,2021,40.7428,-73.7588
6812,2021-11-24,NEW YORK,NY,10013,NEW YORK,2022,TESLA,2021,40.7185,-74.0025
6815,2021-11-23,BROOKLYN,NY,11211,KINGS,2022,TESLA,2021,40.7095,-73.9563
6818,2021-11-26,BROOKLYN,NY,11206,KINGS,2022,TESLA,2021,40.7012,-73.9436
6819,2021-11-24,BROOKLYN,NY,11249,KINGS,2022,TESLA,2021,40.6451,-73.945
6820,2021-11-24,BROOKLYN,NY,11204,KINGS,2022,TESLA,2021,40.6179,-73.9856
6821,2021-11-24,NEW YORK,NY,10011,NEW YORK,2022,TESLA,2021,40.7402,-73.9996
6824,2021-11-23,STATEN ISLAND,NY,10314,RICHMOND,2022,TESLA,2021,40.6039,-74.1472
6826,2021-11-24,BROOKLYN,NY,11230,KINGS,2022,TESLA,2021,40.6225,-73.965
6827,2021-11-22,NEW YORK,NY,10019,NEW YORK,2022,TESLA,2021,40.7651,-73.9858
6832,2021-07-12,JAMAICA,NY,11432,QUEENS,2021,TESLA,2021,40.7119,-73.7944
6840,2021-07-27,ELMHURST,NY,11373,QUEENS,2021,TESLA,2021,40.7351,-73.8776
6845,2021-06-13,BRONX,NY,10471,BRONX,2021,TESLA,2021,40.9011,-73.9053
6847,2021-07-27,WOODSIDE,NY,11377,QUEENS,2021,TESLA,2021,40.745,-73.9069
6853,2021-06-15,BROOKLYN,NY,11238,KINGS,2021,TESLA,2021,40.679,-73.9644
6859,2021-06-27,NEW YORK,NY,10022,NEW YORK,2021,TESLA,2021,40.7571,-73.9657
6864,2021-06-11,BROOKLYN,NY,11233,KINGS,2021,TESLA,2021,40.6784,-73.9211
6865,2021-06-18,BROOKLYN,NY,11229,KINGS,2021,TESLA,2021,40.6011,-73.9475
6876,2021-06-03,BROOKLYN,NY,11201,KINGS,2021,TESLA,2021,40.694,-73.9903
6881,2021-05-30,FRESH MEADOWS,NY,11365,QUEENS,2021,TESLA,2021,40.7374,-73.7951
6882,2021-05-30,LITTLE NECK,NY,11362,QUEENS,2021,TESLA,2021,40.7591,-73.7326
6892,2021-05-01,BROOKLYN,NY,11215,KINGS,2021,TESLA,2021,40.6669,-73.9828
6895,2021-05-03,NEW YORK,NY,10036,NEW YORK,2021,TESLA,2021,40.7597,-73.9918
6896,2021-03-29,BROOKLYN,NY,11215,KINGS,2021,TESLA,2021,40.6669,-73.9828
6901,2021-03-28,FLORAL PARK,NY,11004,QUEENS,2021,TESLA,2021,40.7481,-73.7114
6903,2021-03-28,STATEN ISLAND,NY,10307,RICHMOND,2021,TESLA,2021,40.5085,-74.2445
6905,2021-03-23,BROOKLYN,NY,11211,KINGS,2021,TESLA,2021,40.7095,-73.9563
6910,2021-04-21,STATEN ISLAND,NY,10314,RICHMOND,2021,TESLA,2021,40.6039,-74.1472
6916,2021-03-19,STATEN ISLAND,NY,10312,RICHMOND,2021,TESLA,2021,40.5457,-74.1792
6921,2021-03-09,STATEN ISLAND,NY,10312,RICHMOND,2021,TESLA,2021,40.5457,-74.1792
6923,2021-03-01,NEW YORK,NY,10022,NEW YORK,2021,TESLA,2021,40.7571,-73.9657
6931,2021-03-23,NEW YORK,NY,10014,NEW YORK,2021,TESLA,2021,40.7339,-74.0054
6932,2021-03-21,JACKSON HGTS,NY,11372,QUEENS,2021,TESLA,2021,40.7513,-73.883
6935,2021-02-27,BROOKLYN,NY,11214,KINGS,2021,TESLA,2021,40.6016,-73.9968
6936,2021-02-25,NEW YORK,NY,10075,NEW YORK,2021,TESLA,2021,40.7143,-74.006
6941,2020-12-29,BROOKLYN,NY,11235,KINGS,2021,TESLA,2020,40.5839,-73.9536
6949,2021-01-16,NEW YORK CITY,NY,10023,NEW YORK,2021,TESLA,2021,40.7764,-73.9827
6954,2020-12-31,LONG IS CITY,NY,11101,QUEENS,2021,TESLA,2020,40.7446,-73.9345
6956,2020-12-31,NEW YORK,NY,10022,NEW YORK,2021,TESLA,2020,40.7571,-73.9657
6957,2021-01-17,BROOKLYN,NY,11234,KINGS,2021,TESLA,2021,40.6205,-73.9239
6961,2020-12-22,BROOKLYN,NY,11223,KINGS,2021,TESLA,2020,40.5979,-73.9743
6963,2020-12-22,BROOKLYN,NY,11230,KINGS,2021,TESLA,2020,40.6225,-73.965
6967,2021-12-15,BRONX,NY,10454,BRONX,2021,TESLA,2021,40.8085,-73.9198
6972,2021-04-10,BRONX,NY,10466,BRONX,2021,TESLA,2021,40.8904,-73.8503
6995,2021-10-26,HOLLIS,NY,11423,QUEENS,2021,TESLA,2021,40.7142,-73.7677
6996,2021-10-26,FOREST HILLS,NY,11375,QUEENS,2021,TESLA,2021,40.7229,-73.8473
7003,2021-09-27,NEW YORK,NY,10011,NEW YORK,2021,TESLA,2021,40.7402,-73.9996
7007,2021-11-16,BRONX,NY,10456,BRONX,2021,TESLA,2021,40.8316,-73.9099
7008,2021-11-08,STATEN ISLAND,NY,10312,RICHMOND,2021,TESLA,2021,40.5457,-74.1792
7013,2021-09-23,QUEENS VILLAGE,NY,11428,QUEENS,2021,TESLA,2021,40.7208,-73.7433
7016,2021-11-03,BRONX,NY,10469,BRONX,2021,TESLA,2021,40.8702,-73.8495
7017,2021-09-22,BROOKLYN,NY,11215,KINGS,2021,TESLA,2021,40.6669,-73.9828
7041,2021-09-10,BROOKLYN,NY,11249,KINGS,2021,TESLA,2021,40.6451,-73.945
7051,2021-08-24,NEW YORK CITY,NY,10019,NEW YORK,2021,TESLA,2021,40.7651,-73.9858
7053,2021-08-28,ASTORIA,NY,11105,QUEENS,2021,TESLA,2021,40.7763,-73.911
7055,2021-08-28,COLLEGE POINT,NY,11356,QUEENS,2021,TESLA,2021,40.7855,-73.845
7060,2021-08-25,BROOKLYN,NY,11230,KINGS,2021,TESLA,2021,40.6225,-73.965
7061,2021-08-22,OAKLAND GDNS,NY,11364,QUEENS,2021,TESLA,2021,40.7428,-73.7588
7062,2021-08-21,RICHMOND HILL,NY,11418,QUEENS,2021,TESLA,2021,40.6982,-73.8345
7064,2021-08-24,BRONX,NY,10475,BRONX,2021,TESLA,2021,40.8729,-73.8278
7070,2021-08-04,STATEN ISLAND,NY,10314,RICHMOND,2021,TESLA,2021,40.6039,-74.1472
7072,2021-08-27,JAMAICA,NY,11436,QUEENS,2021,TESLA,2021,40.6763,-73.7966
7075,2021-09-09,STATEN ISLAND,NY,10314,RICHMOND,2021,TESLA,2021,40.6039,-74.1472
7079,2021-10-05,BRONX,NY,10455,BRONX,2020,TESLA,2021,40.8153,-73.9072
7088,2020-11-21,NEW YORK CITY,NY,10019,NEW YORK,2020,TESLA,2020,40.7651,-73.9858
7089,2020-09-24,NEW YORK,NY,10016,NEW YORK,2020,TESLA,2020,40.7443,-73.9781
7091,2020-09-19,BROOKLYN,NY,11219,KINGS,2020,TESLA,2020,40.6336,-73.996
7096,2020-09-27,BROOKLYN,NY,11201,KINGS,2020,TESLA,2020,40.694,-73.9903
7098,2021-08-03,NEW YORK,NY,10034,NEW YORK,2020,TESLA,2021,40.8662,-73.9221
7099,2020-09-30,BROOKLYN,NY,11249,KINGS,2020,TESLA,2020,40.6451,-73.945
7102,2020-09-20,NEW YORK,NY,10128,NEW YORK,2020,TESLA,2020,40.7816,-73.9511
7113,2020-09-14,BROOKLYN,NY,11229,KINGS,2020,TESLA,2020,40.6011,-73.9475
7120,2020-09-17,FLUSHING,NY,11366,QUEENS,2020,TESLA,2020,40.7272,-73.7949
7124,2020-09-19,ASTORIA,NY,11106,QUEENS,2020,TESLA,2020,40.7608,-73.9295
7125,2020-09-16,BROOKLYN,NY,11238,KINGS,2020,TESLA,2020,40.679,-73.9644
7126,2020-09-19,BROOKLYN,NY,11211,KINGS,2020,TESLA,2020,40.7095,-73.9563
7128,2020-09-09,BROOKLYN,NY,11201,KINGS,2020,TESLA,2020,40.694,-73.9903
7130,2020-09-12,NEW YORK,NY,10038,NEW YORK,2020,TESLA,2020,40.7101,-74.0013
7132,2020-10-17,LONG ISLAND CI,NY,11101,QUEENS,2020,TESLA,2020,40.7446,-73.9345
7133,2020-08-20,BRONX,NY,10473,BRONX,2020,TESLA,2020,40.8194,-73.8606
7134,2020-08-15,FOREST HILLS,NY,11375,QUEENS,2020,TESLA,2020,40.7229,-73.8473
7140,2020-08-02,REGO PARK,NY,11374,QUEENS,2020,TESLA,2020,40.7278,-73.8602
7141,2020-09-23,BROOKLYN,NY,11231,KINGS,2020,TESLA,2020,40.6794,-74.0014
7142,2021-11-23,OZONE PARK,NY,11416,QUEENS,2020,TESLA,2021,40.6838,-73.8514
7143,2020-08-24,BRONX,NY,10468,BRONX,2020,TESLA,2020,40.8662,-73.9003
7145,2020-06-26,BROOKLYN,NY,11223,KINGS,2020,TESLA,2020,40.5979,-73.9743
7146,2020-07-10,BROOKLYN,NY,11235,KINGS,2020,TESLA,2020,40.5839,-73.9536
7149,2021-08-11,BROOKLYN,NY,11231,KINGS,2020,TESLA,2021,40.6794,-74.0014
7150,2020-06-27,BROOKLYN,NY,11249,KINGS,2020,TESLA,2020,40.6451,-73.945
7151,2020-06-20,JACKSON HGTS,NY,11372,QUEENS,2020,TESLA,2020,40.7513,-73.883
7153,2021-09-12,BAYSIDE,NY,11360,QUEENS,2020,TESLA,2021,40.7807,-73.7812
7157,2020-06-25,NEW YORK,NY,10128,NEW YORK,2020,TESLA,2020,40.7816,-73.9511
7160,2020-10-06,HOLLIS,NY,11423,QUEENS,2020,TESLA,2020,40.7142,-73.7677
7165,2021-09-09,BROOKLYN,NY,11204,KINGS,2020,TESLA,2021,40.6179,-73.9856
7166,2021-12-21,NEW YORK,NY,10023,NEW YORK,2020,TESLA,2021,40.7764,-73.9827
7175,2020-03-13,JAMAICA ESTATE,NY,11432,QUEENS,2020,TESLA,2020,40.7119,-73.7944
7177,2020-06-13,EAST CHATHAM,NY,12060,NEW YORK,2020,TESLA,2020,42.433,-73.4903
7180,2020-06-06,NEW YORK,NY,10003,NEW YORK,2020,TESLA,2020,40.7313,-73.9892
7182,2021-07-02,FLUSHING,NY,11355,QUEENS,2020,TESLA,2021,40.7536,-73.8226
7183,2021-01-22,FRESH MEADOWS,NY,11366,QUEENS,2020,TESLA,2021,40.7272,-73.7949
7188,2021-01-19,BROOKLYN,NY,11204,KINGS,2020,TESLA,2021,40.6179,-73.9856
7194,2021-05-21,LITTLE NECK,NY,11362,QUEENS,2020,TESLA,2021,40.7591,-73.7326
7196,2021-12-21,NEW YORK,NY,10023,NEW YORK,2020,TESLA,2021,40.7764,-73.9827
7198,2020-07-09,KEW GARDENS,NY,11415,QUEENS,2020,TESLA,2020,40.7069,-73.8297
7202,2021-11-29,WHITESTONE,NY,11357,QUEENS,2020,TESLA,2021,40.7851,-73.8096
7208,2021-11-18,NEW YORK,NY,10007,NEW YORK,2020,TESLA,2021,40.7139,-74.007
7209,2021-12-09,BRONX,NY,10469,BRONX,2020,TESLA,2021,40.8702,-73.8495
7210,2020-10-22,BRONX,NY,10465,BRONX,2020,TESLA,2020,40.8261,-73.8196
7213,2021-11-23,NEW YORK,NY,10025,NEW YORK,2020,TESLA,2021,40.7975,-73.9683
7219,2021-09-28,BROOKLYN,NY,11218,KINGS,2020,TESLA,2021,40.6424,-73.9758
7227,2021-11-17,FRESH MEADOWS,NY,11365,QUEENS,2020,TESLA,2021,40.7374,-73.7951
7228,2021-11-10,FLUSHING,NY,11355,QUEENS,2020,TESLA,2021,40.7536,-73.8226
7229,2021-11-23,HOWARD BEACH,NY,11414,QUEENS,2020,TESLA,2021,40.6588,-73.8438
7243,2021-08-31,BROOKLYN,NY,11236,KINGS,2019,TESLA,2021,40.6407,-73.9028
7260,2021-09-01,BAYSIDE,NY,11360,QUEENS,2019,TESLA,2021,40.7807,-73.7812
7265,2021-07-05,STATEN ISLAND,NY,10306,RICHMOND,2019,TESLA,2021,40.5682,-74.1184
7270,2021-05-28,NEW YORK,NY,10065,NEW YORK,2019,TESLA,2021,40.7651,-73.9638
7272,2021-05-25,KEW GARDENS,NY,11415,QUEENS,2019,TESLA,2021,40.7069,-73.8297
7285,2021-07-22,OAKLAND GDNS,NY,11364,QUEENS,2019,TESLA,2021,40.7428,-73.7588
7295,2021-07-29,BELLEROSE,NY,11426,QUEENS,2019,TESLA,2021,40.7347,-73.723
7302,2021-05-25,NEW YORK,NY,10019,NEW YORK,2019,TESLA,2021,40.7651,-73.9858
7303,2021-07-30,STATEN ISLAND,NY,10314,RICHMOND,2019,TESLA,2021,40.6039,-74.1472
7318,2021-06-29,JAMAICA,NY,11433,QUEENS,2019,TESLA,2021,40.6969,-73.7877
7321,2021-07-21,BROOKLYN,NY,11229,KINGS,2019,TESLA,2021,40.6011,-73.9475
7323,2021-01-14,MASPETH,NY,11378,QUEENS,2019,TESLA,2021,40.7239,-73.8997
7324,2021-04-20,BRONX,NY,10471,BRONX,2019,TESLA,2021,40.9011,-73.9053
7336,2021-05-13,BRONX,NY,10469,BRONX,2019,TESLA,2021,40.8702,-73.8495
7351,2021-05-20,MASPETH,NY,11378,QUEENS,2019,TESLA,2021,40.7239,-73.8997
7360,2021-03-23,STATEN ISLAND,NY,10314,RICHMOND,2019,TESLA,2021,40.6039,-74.1472
7364,2021-05-14,BROOKLYN,NY,11222,KINGS,2019,TESLA,2021,40.7272,-73.9498
7367,2021-01-06,ASTORIA,NY,11103,QUEENS,2019,TESLA,2021,40.7627,-73.9149
7372,2021-10-07,NEW YORK,NY,10012,NEW YORK,2019,TESLA,2021,40.7255,-73.9983
7373,2021-05-05,NEW YORK,NY,10024,NEW YORK,2019,TESLA,2021,40.7864,-73.9764
7374,2021-03-16,BRONX,NY,10455,BRONX,2019,TESLA,2021,40.8153,-73.9072
7376,2021-03-17,NEW YORK,NY,10021,NEW YORK,2019,TESLA,2021,40.7685,-73.9588
7379,2020-03-19,NEW YORK,NY,10028,NEW YORK,2019,TESLA,2020,40.7763,-73.9529
7382,2021-08-24,STATEN ISLAND,NY,10305,RICHMOND,2019,TESLA,2021,40.5973,-74.0768
7412,2020-08-14,FLUSHING,NY,11354,QUEENS,2018,TESLA,2020,40.7667,-73.8241
7427,2021-10-18,NEW YORK,NY,10019,NEW YORK,2018,TESLA,2021,40.7651,-73.9858
7435,2020-10-30,FLORAL PARK,NY,11004,QUEENS,2018,TESLA,2020,40.7481,-73.7114
7442,2020-10-12,ASTORIA,NY,11102,QUEENS,2018,TESLA,2020,40.7706,-73.9265
7445,2020-11-01,BRONX,NY,10469,BRONX,2018,TESLA,2020,40.8702,-73.8495
7447,2020-08-25,STATEN ISLAND,NY,10307,RICHMOND,2018,TESLA,2020,40.5085,-74.2445
7461,2021-09-21,NEW YORK,NY,10025,NEW YORK,2018,TESLA,2021,40.7975,-73.9683
7468,2020-11-19,NEW YORK,NY,10014,NEW YORK,2018,TESLA,2020,40.7339,-74.0054
7477,2020-09-29,FLUSHING,NY,11366,QUEENS,2018,TESLA,2020,40.7272,-73.7949
7483,2020-11-03,FLUSHING,NY,11358,QUEENS,2018,TESLA,2020,40.7606,-73.7968
7494,2021-01-14,NEW YORK,NY,10001,NEW YORK,2018,TESLA,2021,40.7484,-73.9967
7505,2020-11-15,BROOKLYN,NY,11229,KINGS,2018,TESLA,2020,40.6011,-73.9475
7511,2020-04-24,BRONX,NY,10471,BRONX,2018,TESLA,2020,40.9011,-73.9053
7512,2020-08-18,BRONX,NY,10463,BRONX,2018,TESLA,2020,40.8798,-73.9067
7514,2020-09-14,BELLEROSE,NY,11426,QUEENS,2018,TESLA,2020,40.7347,-73.723
7542,2020-09-08,BELLEROSE,NY,11426,QUEENS,2018,TESLA,2020,40.7347,-73.723
7551,2020-10-30,NEW YORK,NY,10069,NEW YORK,2018,TESLA,2020,40.778,-73.9884
7557,2020-07-02,NEW YORK CITY,NY,10024,NEW YORK,2018,TESLA,2020,40.7864,-73.9764
7558,2020-11-27,BROOKLYN,NY,11201,KINGS,2018,TESLA,2020,40.694,-73.9903
7559,2020-10-05,NEW YORK,NY,10013,NEW YORK,2018,TESLA,2020,40.7185,-74.0025
7561,2021-12-20,BROOKLYN,NY,11233,KINGS,2018,TESLA,2021,40.6784,-73.9211
7562,2021-04-07,BROOKLYN,NY,11215,KINGS,2018,TESLA,2021,40.6669,-73.9828
