,Reg Valid Date,City,State,Zip,County,Model Year,Make,Registration year,latitude,longitude
5051,2020-08-31,STATEN ISLAND,NY,10301,RICHMOND,2018,TESLA,2020,40.6316,-74.0927
5052,2021-02-16,LITTLE NECK,NY,11362,QUEENS,2018,TESLA,2021,40.7591,-73.7326
5055,2020-08-04,BROOKLYN,NY,11234,KINGS,2018,TESLA,2020,40.6205,-73.9239
5059,2020-09-28,BROOKLYN,NY,11201,KINGS,2018,TESLA,2020,40.694,-73.9903
5062,2020-08-18,STATEN ISLAND,NY,10312,RICHMOND,2018,TESLA,2020,40.5457,-74.1792
5065,2020-08-18,NEW YORK CITY,NY,10025,NEW YORK,2018,TESLA,2020,40.7975,-73.9683
5070,2020-08-26,QUEENS VILLAGE,NY,11427,QUEENS,2018,TESLA,2020,40.7277,-73.7489
5073,2020-06-30,STATEN ISLAND,NY,10308,RICHMOND,2018,TESLA,2020,40.5518,-74.1526
5076,2021-08-26,BRONX,NY,10467,BRONX,2018,TESLA,2021,40.8737,-73.8712
5077,2020-08-10,NEW YORK CITY,NY,10010,NEW YORK,2018,TESLA,2020,40.7375,-73.9813
5078,2020-06-30,FOREST HILLS,NY,11375,QUEENS,2018,TESLA,2020,40.7229,-73.8473
5080,2020-07-16,STATEN ISLAND,NY,10314,RICHMOND,2018,TESLA,2020,40.6039,-74.1472
5094,2020-06-22,NEW YORK CITY,NY,10023,NEW YORK,2018,TESLA,2020,40.7764,-73.9827
5098,2021-12-26,NEW YORK,NY,10029,NEW YORK,2022,TESLA,2021,40.7918,-73.9447
5099,2021-12-26,WHITESTONE,NY,11357,QUEENS,2022,TESLA,2021,40.7851,-73.8096
5100,2021-12-26,EAST ELMHURST,NY,11370,QUEENS,2022,TESLA,2021,40.7611,-73.8916
5105,2021-12-23,NEW YORK,NY,10035,NEW YORK,2022,TESLA,2021,40.8011,-73.9371
5106,2021-12-16,STATEN ISLAND,NY,10314,RICHMOND,2022,TESLA,2021,40.6039,-74.1472
5108,2021-12-24,STATEN ISLAND,NY,10312,RICHMOND,2022,TESLA,2021,40.5457,-74.1792
5109,2021-12-15,OAKLAND GDNS,NY,11364,QUEENS,2022,TESLA,2021,40.7428,-73.7588
5110,2021-12-18,MIDDLE VILLAGE,NY,11379,QUEENS,2022,TESLA,2021,40.7173,-73.8792
5112,2021-12-19,BROOKLYN,NY,11230,KINGS,2022,TESLA,2021,40.6225,-73.965
5113,2021-12-14,STATEN ISLAN,NY,10304,RICHMOND,2022,TESLA,2021,40.6102,-74.0878
5115,2021-12-12,STATEN ISLAND,NY,10314,RICHMOND,2022,TESLA,2021,40.6039,-74.1472
5119,2021-12-05,NEW YORK,NY,10075,NEW YORK,2022,TESLA,2021,40.7143,-74.006
5120,2021-12-11,BROOKLYN,NY,11218,KINGS,2022,TESLA,2021,40.6424,-73.9758
5123,2021-12-15,FLUSHING,NY,11367,QUEENS,2022,TESLA,2021,40.728,-73.8195
5131,2021-12-04,BRONX,NY,10466,BRONX,2022,TESLA,2021,40.8904,-73.8503
5133,2021-12-02,NEW YORK,NY,10069,NEW YORK,2022,TESLA,2021,40.778,-73.9884
5134,2021-12-05,LAURELTON,NY,11413,QUEENS,2022,TESLA,2021,40.6645,-73.7559
5139,2021-12-02,BROOKLYN,NY,11223,KINGS,2022,TESLA,2021,40.5979,-73.9743
5141,2021-12-01,WOODHAVEN,NY,11421,QUEENS,2022,TESLA,2021,40.6913,-73.8585
5142,2021-12-03,NEW YORK,NY,10011,NEW YORK,2022,TESLA,2021,40.7402,-73.9996
5146,2021-11-29,STATEN ISLAND,NY,10309,RICHMOND,2022,TESLA,2021,40.5352,-74.2116
5149,2021-11-28,NEW YORK,NY,10005,NEW YORK,2022,TESLA,2021,40.7056,-74.0083
5155,2021-11-27,BRONX,NY,10465,BRONX,2022,TESLA,2021,40.8261,-73.8196
5157,2021-11-20,ELMHURST,NY,11373,QUEENS,2022,TESLA,2021,40.7351,-73.8776
5162,2021-11-18,FRESH MEADOWS,NY,11366,QUEENS,2022,TESLA,2021,40.7272,-73.7949
5167,2021-11-19,STATEN ISLAND,NY,10309,RICHMOND,2022,TESLA,2021,40.5352,-74.2116
5173,2021-07-08,BROOKLYN,NY,11204,KINGS,2021,TESLA,2021,40.6179,-73.9856
5175,2021-06-23,WHITESTONE,NY,11357,QUEENS,2021,TESLA,2021,40.7851,-73.8096
5176,2021-12-20,BRONX,NY,10463,BRONX,2021,TESLA,2021,40.8798,-73.9067
5181,2021-08-07,FOREST HILLS,NY,11375,QUEENS,2021,TESLA,2021,40.7229,-73.8473
5192,2021-06-10,NEW YORK,NY,10016,NEW YORK,2021,TESLA,2021,40.7443,-73.9781
5193,2021-06-07,ARVERNE,NY,11692,QUEENS,2021,TESLA,2021,40.5923,-73.7933
5201,2021-06-18,BROOKLYN,NY,11236,KINGS,2021,TESLA,2021,40.6407,-73.9028
5204,2021-06-04,STATEN ISLAND,NY,10304,RICHMOND,2021,TESLA,2021,40.6102,-74.0878
5207,2021-06-05,STATEN ISLAND,NY,10314,RICHMOND,2021,TESLA,2021,40.6039,-74.1472
5209,2021-06-18,BROOKLYN,NY,11229,KINGS,2021,TESLA,2021,40.6011,-73.9475
5211,2021-06-06,STATEN ISLAND,NY,10304,RICHMOND,2021,TESLA,2021,40.6102,-74.0878
5214,2021-06-01,STATEN ISLAND,NY,10312,RICHMOND,2021,TESLA,2021,40.5457,-74.1792
5216,2021-06-02,BROOKLYN,NY,11239,KINGS,2021,TESLA,2021,40.6497,-73.8824
5225,2021-05-03,STATEN ISLAND,NY,10304,RICHMOND,2021,TESLA,2021,40.6102,-74.0878
5228,2021-04-30,BROOKLYN,NY,11201,KINGS,2021,TESLA,2021,40.694,-73.9903
5232,2021-06-29,BROOKLYN,NY,11211,KINGS,2021,TESLA,2021,40.7095,-73.9563
5234,2021-03-25,BROOKLYN,NY,11217,KINGS,2021,TESLA,2021,40.6816,-73.9798
5237,2021-05-05,BROOKLYN,NY,11215,KINGS,2021,TESLA,2021,40.6669,-73.9828
5238,2021-03-24,NEW YORK CITY,NY,10128,NEW YORK,2021,TESLA,2021,40.7816,-73.9511
5242,2021-03-21,STATEN ISLAND,NY,10306,RICHMOND,2021,TESLA,2021,40.5682,-74.1184
5244,2021-03-21,BROOKLYN,NY,11214,KINGS,2021,TESLA,2021,40.6016,-73.9968
5246,2021-03-06,FLUSHING,NY,11354,QUEENS,2021,TESLA,2021,40.7667,-73.8241
5247,2021-04-27,ROSEDALE,NY,11422,QUEENS,2021,TESLA,2021,40.6621,-73.7353
5252,2021-03-02,MASPETH,NY,11378,QUEENS,2021,TESLA,2021,40.7239,-73.8997
5261,2021-02-26,BROOKLYN,NY,11239,KINGS,2021,TESLA,2021,40.6497,-73.8824
5275,2020-12-31,S OZONE PARK,NY,11420,QUEENS,2021,TESLA,2020,40.6744,-73.819
5278,2020-12-30,LAURELTON,NY,11413,QUEENS,2021,TESLA,2020,40.6645,-73.7559
5280,2021-07-08,BRONX,NY,10471,BRONX,2021,TESLA,2021,40.9011,-73.9053
5284,2020-12-21,NEW YORK,NY,10009,NEW YORK,2021,TESLA,2020,40.7262,-73.9796
5292,2021-06-09,ASTORIA,NY,11103,QUEENS,2021,TESLA,2021,40.7627,-73.9149
5293,2020-12-17,FOREST HILLS,NY,11375,QUEENS,2021,TESLA,2020,40.7229,-73.8473
5299,2020-12-07,LITTLE NECK,NY,11362,QUEENS,2021,TESLA,2020,40.7591,-73.7326
5301,2021-11-16,BROOKLYN,NY,11229,KINGS,2021,TESLA,2021,40.6011,-73.9475
5302,2021-11-07,EAST ELMHURST,NY,11370,QUEENS,2021,TESLA,2021,40.7611,-73.8916
5309,2021-11-10,BROOKLYN,NY,11201,KINGS,2021,TESLA,2021,40.694,-73.9903
5311,2021-09-23,NEW YORK,NY,10025,NEW YORK,2021,TESLA,2021,40.7975,-73.9683
5312,2021-11-02,BROOKLYN,NY,11229,KINGS,2021,TESLA,2021,40.6011,-73.9475
5313,2021-11-04,NEW YORK,NY,10044,NEW YORK,2021,TESLA,2021,40.7618,-73.9505
5315,2021-09-23,BROOKLYN,NY,11209,KINGS,2021,TESLA,2021,40.6251,-74.0303
5323,2021-09-30,BROOKLYN,NY,11204,KINGS,2021,TESLA,2021,40.6179,-73.9856
5330,2021-09-12,NEW YORK,NY,10024,NEW YORK,2021,TESLA,2021,40.7864,-73.9764
5334,2021-10-27,NEW YORK,NY,10036,NEW YORK,2021,TESLA,2021,40.7597,-73.9918
5337,2021-09-07,NEW YORK,NY,10006,NEW YORK,2021,TESLA,2021,40.7085,-74.0135
5340,2021-10-13,BAYSIDE,NY,11360,QUEENS,2021,TESLA,2021,40.7807,-73.7812
5359,2021-08-12,FLUSHING,NY,11358,QUEENS,2021,TESLA,2021,40.7606,-73.7968
5360,2021-08-06,NEW YORK,NY,10038,NEW YORK,2021,TESLA,2021,40.7101,-74.0013
5361,2021-12-24,NEW YORK,NY,10038,NEW YORK,2021,TESLA,2021,40.7101,-74.0013
5362,2021-07-29,BROOKLYN,NY,11222,KINGS,2021,TESLA,2021,40.7272,-73.9498
5369,2021-07-21,LONG IS CITY,NY,11101,QUEENS,2021,TESLA,2021,40.7446,-73.9345
5379,2020-09-28,NEW YORK,NY,10036,NEW YORK,2020,TESLA,2020,40.7597,-73.9918
5380,2020-11-24,NEW YORK,NY,10017,NEW YORK,2020,TESLA,2020,40.7517,-73.9707
5387,2020-11-09,JAMAICA,NY,11436,QUEENS,2020,TESLA,2020,40.6763,-73.7966
5390,2020-09-28,NEW YORK CITY,NY,10065,NEW YORK,2020,TESLA,2020,40.7651,-73.9638
5393,2020-10-16,NEW YORK,NY,10003,NEW YORK,2020,TESLA,2020,40.7313,-73.9892
5395,2020-09-28,NEW YORK,NY,10003,NEW YORK,2020,TESLA,2020,40.7313,-73.9892
5398,2020-09-23,REGO PARK,NY,11374,QUEENS,2020,TESLA,2020,40.7278,-73.8602
5400,2021-11-10,ELMHURST,NY,11373,QUEENS,2020,TESLA,2021,40.7351,-73.8776
5406,2020-09-20,NEW YORK,NY,10065,NEW YORK,2020,TESLA,2020,40.7651,-73.9638
5418,2020-09-15,NEW YORK,NY,10023,NEW YORK,2020,TESLA,2020,40.7764,-73.9827
5419,2021-09-08,OZONE PARK,NY,11416,QUEENS,2020,TESLA,2021,40.6838,-73.8514
5424,2020-09-10,STATEN ISLAND,NY,10306,RICHMOND,2020,TESLA,2020,40.5682,-74.1184
5434,2020-08-13,BROOKLYN,NY,11223,KINGS,2020,TESLA,2020,40.5979,-73.9743
5436,2020-08-06,BROOKLYN,NY,11226,KINGS,2020,TESLA,2020,40.6467,-73.957
5437,2020-07-19,LONGISLANDCITY,NY,11101,QUEENS,2020,TESLA,2020,40.7446,-73.9345
5438,2021-09-01,BRONX,NY,10456,BRONX,2020,TESLA,2021,40.8316,-73.9099
5439,2021-03-31,FLUSHING,NY,11355,QUEENS,2020,TESLA,2021,40.7536,-73.8226
5440,2021-11-29,OZONE PARK,NY,11416,QUEENS,2020,TESLA,2021,40.6838,-73.8514
5441,2020-07-14,LONG IS CITY,NY,11101,QUEENS,2020,TESLA,2020,40.7446,-73.9345
5443,2020-06-26,LONG IS CITY,NY,11109,QUEENS,2020,TESLA,2020,40.7454,-73.9575
5444,2020-06-30,BELLE HARBOR,NY,11694,QUEENS,2020,TESLA,2020,40.5766,-73.8428
5449,2020-06-25,BROOKLYN,NY,11215,KINGS,2020,TESLA,2020,40.6669,-73.9828
5453,2020-12-06,BROOKLYN,NY,11201,KINGS,2020,TESLA,2020,40.694,-73.9903
5455,2020-06-30,FOREST HILLS,NY,11375,QUEENS,2020,TESLA,2020,40.7229,-73.8473
5459,2020-06-19,BRONX,NY,10471,BRONX,2020,TESLA,2020,40.9011,-73.9053
5463,2020-06-06,NEW YORK CITY,NY,10001,NEW YORK,2020,TESLA,2020,40.7484,-73.9967
5464,2020-05-10,NEW YORK,NY,10065,NEW YORK,2020,TESLA,2020,40.7651,-73.9638
5465,2020-03-20,STATEN ISLAND,NY,10305,RICHMOND,2020,TESLA,2020,40.5973,-74.0768
5472,2021-03-15,FLUSHING,NY,11367,QUEENS,2020,TESLA,2021,40.728,-73.8195
5480,2020-03-15,BAYSIDE,NY,11361,QUEENS,2020,TESLA,2020,40.7627,-73.7745
5488,2020-03-13,BROOKLYN,NY,11249,KINGS,2020,TESLA,2020,40.6451,-73.945
5500,2020-10-04,BROOKLYN,NY,11232,KINGS,2020,TESLA,2020,40.6521,-74.0018
5502,2021-11-26,GLENDALE,NY,11385,QUEENS,2020,TESLA,2021,40.7036,-73.8961
5506,2021-10-05,WHITESTONE,NY,11357,QUEENS,2020,TESLA,2021,40.7851,-73.8096
5509,2021-02-03,BROOKLYN,NY,11249,KINGS,2020,TESLA,2021,40.6451,-73.945
5510,2020-12-23,BAYSIDE,NY,11361,QUEENS,2020,TESLA,2020,40.7627,-73.7745
5515,2021-11-30,STATEN ISLAND,NY,10305,RICHMOND,2020,TESLA,2021,40.5973,-74.0768
5521,2021-11-26,FLUSHING,NY,11358,QUEENS,2020,TESLA,2021,40.7606,-73.7968
5523,2021-11-30,STATEN ISLAND,NY,10307,RICHMOND,2020,TESLA,2021,40.5085,-74.2445
5524,2021-11-21,ASTORIA,NY,11105,QUEENS,2020,TESLA,2021,40.7763,-73.911
5529,2021-12-14,BROOKLYN,NY,11212,KINGS,2020,TESLA,2021,40.6625,-73.9145
5530,2021-12-03,BROOKLYN,NY,11249,KINGS,2020,TESLA,2021,40.6451,-73.945
5537,2021-09-28,BROOKLYN,NY,11223,KINGS,2020,TESLA,2021,40.5979,-73.9743
5538,2020-07-29,NEW YORK,NY,10128,NEW YORK,2020,TESLA,2020,40.7816,-73.9511
5541,2021-12-15,BROOKLYN,NY,11201,KINGS,2020,TESLA,2021,40.694,-73.9903
5545,2020-04-06,REGO PARK,NY,11374,QUEENS,2020,TESLA,2020,40.7278,-73.8602
5551,2021-02-05,NEW YORK,NY,10019,NEW YORK,2020,TESLA,2021,40.7651,-73.9858
5559,2021-07-29,ASTORIA,NY,11103,QUEENS,2019,TESLA,2021,40.7627,-73.9149
5569,2021-08-30,LITTLE NECK,NY,11362,QUEENS,2019,TESLA,2021,40.7591,-73.7326
5574,2021-08-30,QUEENS VLG,NY,11427,QUEENS,2019,TESLA,2021,40.7277,-73.7489
5575,2021-10-17,MIDDLE VILLAGE,NY,11379,QUEENS,2019,TESLA,2021,40.7173,-73.8792
5578,2021-05-25,BELLEROSE,NY,11426,QUEENS,2019,TESLA,2021,40.7347,-73.723
5597,2021-08-09,NEW YORK,NY,10025,NEW YORK,2019,TESLA,2021,40.7975,-73.9683
5599,2021-08-16,BROOKLYN,NY,11201,KINGS,2019,TESLA,2021,40.694,-73.9903
5601,2020-12-15,NEW YORK,NY,10014,NEW YORK,2019,TESLA,2020,40.7339,-74.0054
5607,2021-07-22,BROOKLYN,NY,11208,KINGS,2019,TESLA,2021,40.6762,-73.8736
5608,2021-08-31,STATEN ISLAND,NY,10306,RICHMOND,2019,TESLA,2021,40.5682,-74.1184
5609,2021-06-05,BROOKLYN,NY,11209,KINGS,2019,TESLA,2021,40.6251,-74.0303
5611,2021-02-23,BROOKLYN,NY,11209,KINGS,2019,TESLA,2021,40.6251,-74.0303
5620,2021-07-07,STATEN ISLAND,NY,10312,RICHMOND,2019,TESLA,2021,40.5457,-74.1792
5621,2021-09-27,BROOKLYN,NY,11249,KINGS,2019,TESLA,2021,40.6451,-73.945
5622,2021-06-27,GLENDALE,NY,11385,QUEENS,2019,TESLA,2021,40.7036,-73.8961
5623,2021-09-03,CHENANGO FORKS,NY,13746,NEW YORK,2019,TESLA,2021,42.2778,-75.8462
5627,2021-06-15,JACKSON HGTS,NY,11372,QUEENS,2019,TESLA,2021,40.7513,-73.883
5628,2021-12-08,JAMAICA,NY,11434,QUEENS,2019,TESLA,2021,40.6775,-73.7758
5636,2021-06-08,BROOKLYN,NY,11215,KINGS,2019,TESLA,2021,40.6669,-73.9828
5648,2020-09-05,BROOKLYN,NY,11234,KINGS,2019,TESLA,2020,40.6205,-73.9239
5650,2021-03-02,BROOKLYN,NY,11217,KINGS,2019,TESLA,2021,40.6816,-73.9798
5651,2020-06-13,FOREST HILLS,NY,11375,QUEENS,2019,TESLA,2020,40.7229,-73.8473
5660,2021-05-31,CORONA,NY,11368,QUEENS,2019,TESLA,2021,40.7453,-73.8611
5663,2021-03-17,NEW YORK,NY,10069,NEW YORK,2019,TESLA,2021,40.778,-73.9884
5665,2021-12-02,NEW YORK,NY,10028,NEW YORK,2019,TESLA,2021,40.7763,-73.9529
5666,2020-12-28,BROOKLYN,NY,11229,KINGS,2019,TESLA,2020,40.6011,-73.9475
5677,2021-03-26,NEW YORK,NY,10002,NEW YORK,2019,TESLA,2021,40.7152,-73.9877
5678,2021-12-07,EAST ELMHURST,NY,11370,QUEENS,2018,TESLA,2021,40.7611,-73.8916
5682,2021-01-19,GLEN OAKS,NY,11004,QUEENS,2018,TESLA,2021,40.7481,-73.7114
5687,2021-02-06,FLUSHING,NY,11358,QUEENS,2018,TESLA,2021,40.7606,-73.7968
5700,2021-09-13,MASPETH,NY,11378,QUEENS,2018,TESLA,2021,40.7239,-73.8997
5707,2021-03-31,BRONX,NY,10467,BRONX,2018,TESLA,2021,40.8737,-73.8712
5711,2020-09-23,BROOKLYN,NY,11231,KINGS,2018,TESLA,2020,40.6794,-74.0014
5720,2021-05-25,NEW YORK CITY,NY,10003,NEW YORK,2018,TESLA,2021,40.7313,-73.9892
5737,2020-10-01,ASTORIA,NY,11106,QUEENS,2018,TESLA,2020,40.7608,-73.9295
5744,2020-10-30,GLENDALE,NY,11385,QUEENS,2018,TESLA,2020,40.7036,-73.8961
5755,2021-10-01,FOREST HILLS,NY,11375,QUEENS,2018,TESLA,2021,40.7229,-73.8473
5759,2021-07-30,BRONX,NY,10465,BRONX,2018,TESLA,2021,40.8261,-73.8196
5775,2021-02-06,ASTORIA,NY,11105,QUEENS,2018,TESLA,2021,40.7763,-73.911
5780,2021-12-08,BROOKLYN,NY,11206,KINGS,2018,TESLA,2021,40.7012,-73.9436
5785,2020-07-29,LAURELTON,NY,11413,QUEENS,2018,TESLA,2020,40.6645,-73.7559
5793,2020-02-24,ROCKAWAY,NY,11693,QUEENS,2018,TESLA,2020,40.6076,-73.8198
5794,2021-08-06,NEW YORK,NY,10036,NEW YORK,2018,TESLA,2021,40.7597,-73.9918
5796,2021-06-10,BROOKLYN,NY,11231,KINGS,2018,TESLA,2021,40.6794,-74.0014
5799,2020-06-30,STATEN ISLAND,NY,10312,RICHMOND,2018,TESLA,2020,40.5457,-74.1792
5803,2020-01-29,BRONX,NY,10469,BRONX,2018,TESLA,2020,40.8702,-73.8495
5835,2020-12-04,BROOKLYN,NY,11230,KINGS,2018,TESLA,2020,40.6225,-73.965
5836,2021-09-02,FRESH MEADOWS,NY,11366,QUEENS,2018,TESLA,2021,40.7272,-73.7949
5840,2021-08-31,BROOKLYN,NY,11222,KINGS,2018,TESLA,2021,40.7272,-73.9498
5849,2020-09-10,FLUSHING,NY,11355,QUEENS,2018,TESLA,2020,40.7536,-73.8226
5850,2020-09-21,BROOKLYN,NY,11229,KINGS,2018,TESLA,2020,40.6011,-73.9475
5855,2020-12-03,WHITESTONE,NY,11357,QUEENS,2018,TESLA,2020,40.7851,-73.8096
5876,2021-11-01,MASPETH,NY,11378,QUEENS,2018,TESLA,2021,40.7239,-73.8997
5880,2020-05-26,BROOKLYN,NY,11223,KINGS,2018,TESLA,2020,40.5979,-73.9743
5881,2020-11-06,BROOKLYN,NY,11209,KINGS,2018,TESLA,2020,40.6251,-74.0303
5884,2020-07-21,SAINT ALBANS,NY,11412,QUEENS,2018,TESLA,2020,40.6958,-73.7617
5886,2020-09-16,BROOKLYN,NY,11205,KINGS,2018,TESLA,2020,40.6924,-73.9666
5888,2020-08-19,BROOKLYN,NY,11217,KINGS,2018,TESLA,2020,40.6816,-73.9798
5889,2020-09-06,BROOKLYN,NY,11222,KINGS,2018,TESLA,2020,40.7272,-73.9498
5892,2020-07-23,HOWARD BEACH,NY,11414,QUEENS,2018,TESLA,2020,40.6588,-73.8438
5896,2021-12-29,BRONX,NY,10458,BRONX,2022,TESLA,2021,40.8633,-73.8895
5898,2021-12-31,BRONX,NY,10453,BRONX,2022,TESLA,2021,40.852,-73.9129
5900,2021-12-22,NEW YORK,NY,10035,NEW YORK,2022,TESLA,2021,40.8011,-73.9371
5908,2021-12-29,BROOKLYN,NY,11228,KINGS,2022,TESLA,2021,40.6174,-74.0121
5919,2021-12-17,ROCKAWAY BCH,NY,11693,QUEENS,2022,TESLA,2021,40.6076,-73.8198
5923,2021-12-18,BRONX,NY,10467,BRONX,2022,TESLA,2021,40.8737,-73.8712
5925,2021-12-16,JAMAICA,NY,11434,QUEENS,2022,TESLA,2021,40.6775,-73.7758
5926,2021-12-13,KEW GARDENS,NY,11415,QUEENS,2022,TESLA,2021,40.7069,-73.8297
5927,2021-12-13,NEW YORK,NY,10032,NEW YORK,2022,TESLA,2021,40.8382,-73.942
5928,2021-12-11,NEW YORK,NY,10021,NEW YORK,2022,TESLA,2021,40.7685,-73.9588
5932,2021-12-09,BRONX,NY,10456,BRONX,2022,TESLA,2021,40.8316,-73.9099
5936,2021-12-11,STATEN ISLAND,NY,10303,RICHMOND,2022,TESLA,2021,40.6301,-74.1607
5937,2021-12-13,OZONE PARK,NY,11417,QUEENS,2022,TESLA,2021,40.6769,-73.8448
5948,2021-12-02,STATEN ISLAND,NY,10309,RICHMOND,2022,TESLA,2021,40.5352,-74.2116
5949,2021-11-29,BRONX,NY,10466,BRONX,2022,TESLA,2021,40.8904,-73.8503
5955,2021-12-02,BROOKLYN,NY,11209,KINGS,2022,TESLA,2021,40.6251,-74.0303
5960,2021-12-01,JAMAICA,NY,11436,QUEENS,2022,TESLA,2021,40.6763,-73.7966
5963,2021-11-24,BRONX,NY,10463,BRONX,2022,TESLA,2021,40.8798,-73.9067
5967,2021-11-26,DOUGLASTON,NY,11362,QUEENS,2022,TESLA,2021,40.7591,-73.7326
5968,2021-11-24,NEW YORK,NY,10024,NEW YORK,2022,TESLA,2021,40.7864,-73.9764
5971,2021-11-21,BROOKLYN,NY,11229,KINGS,2022,TESLA,2021,40.6011,-73.9475
5975,2021-11-22,BRONX,NY,10458,BRONX,2022,TESLA,2021,40.8633,-73.8895
5984,2021-08-10,BRONX,NY,10463,BRONX,2021,TESLA,2021,40.8798,-73.9067
5993,2021-06-20,STATEN ISLAND,NY,10306,RICHMOND,2021,TESLA,2021,40.5682,-74.1184
5994,2021-07-23,STATEN ISLAND,NY,10304,RICHMOND,2021,TESLA,2021,40.6102,-74.0878
6000,2021-06-16,BROOKLYN,NY,11228,KINGS,2021,TESLA,2021,40.6174,-74.0121
6005,2021-06-15,STATEN ISLAND,NY,10305,RICHMOND,2021,TESLA,2021,40.5973,-74.0768
6018,2021-07-27,BRONX,NY,10467,BRONX,2021,TESLA,2021,40.8737,-73.8712
6026,2021-06-09,BROOKLYN,NY,11223,KINGS,2021,TESLA,2021,40.5979,-73.9743
6030,2021-06-05,STATEN ISLAND,NY,10312,RICHMOND,2021,TESLA,2021,40.5457,-74.1792
6032,2021-06-07,BROOKLYN,NY,11230,KINGS,2021,TESLA,2021,40.6225,-73.965
6034,2021-06-01,NEW YORK,NY,10016,NEW YORK,2021,TESLA,2021,40.7443,-73.9781
6035,2021-06-03,STATEN ISLAND,NY,10305,RICHMOND,2021,TESLA,2021,40.5973,-74.0768
6038,2021-07-02,OAKLAND GARDEN,NY,11364,QUEENS,2021,TESLA,2021,40.7428,-73.7588
6040,2021-07-15,STATEN ISLAND,NY,10306,RICHMOND,2021,TESLA,2021,40.5682,-74.1184
6045,2021-05-29,ARVERNE,NY,11692,QUEENS,2021,TESLA,2021,40.5923,-73.7933
6048,2021-06-20,FLUSHING,NY,11355,QUEENS,2021,TESLA,2021,40.7536,-73.8226
6056,2021-05-14,BRON,NY,10475,BRONX,2021,TESLA,2021,40.8729,-73.8278
6057,2021-05-02,BROOKLYN,NY,11249,KINGS,2021,TESLA,2021,40.6451,-73.945
6061,2021-03-31,BROOKLYN,NY,11201,KINGS,2021,TESLA,2021,40.694,-73.9903
6067,2021-08-06,BRONX,NY,10457,BRONX,2021,TESLA,2021,40.8486,-73.8999
6071,2021-03-24,BROOKLYN,NY,11218,KINGS,2021,TESLA,2021,40.6424,-73.9758
6072,2021-05-20,SOUTH RICHMOND,NY,11419,QUEENS,2021,TESLA,2021,40.6868,-73.823
6075,2021-03-25,NEW YORK,NY,10022,NEW YORK,2021,TESLA,2021,40.7571,-73.9657
6087,2021-03-03,BROOKLYN,NY,11222,KINGS,2021,TESLA,2021,40.7272,-73.9498
6088,2021-03-10,FLUSHING,NY,11354,QUEENS,2021,TESLA,2021,40.7667,-73.8241
6095,2021-02-27,BROOKLYN,NY,11201,KINGS,2021,TESLA,2021,40.694,-73.9903
6097,2021-02-16,FRESH MEADOWS,NY,11366,QUEENS,2021,TESLA,2021,40.7272,-73.7949
6101,2021-03-03,ELMHURST,NY,11373,QUEENS,2021,TESLA,2021,40.7351,-73.8776
6104,2020-12-31,BROOKLYN,NY,11224,KINGS,2021,TESLA,2020,40.5767,-73.9884
6105,2020-12-31,BROOKLYN,NY,11217,KINGS,2021,TESLA,2020,40.6816,-73.9798
6113,2020-12-29,NEW YORK,NY,10021,NEW YORK,2021,TESLA,2020,40.7685,-73.9588
6118,2020-12-30,S OZONE PARK,NY,11420,QUEENS,2021,TESLA,2020,40.6744,-73.819
6121,2020-12-28,NEW YORK,NY,10010,NEW YORK,2021,TESLA,2020,40.7375,-73.9813
6123,2020-12-17,FOREST HILLS,NY,11375,QUEENS,2021,TESLA,2020,40.7229,-73.8473
6125,2020-12-18,NEW YORK,NY,10021,NEW YORK,2021,TESLA,2020,40.7685,-73.9588
6130,2020-12-09,WHITESTONE,NY,11357,QUEENS,2021,TESLA,2020,40.7851,-73.8096
6132,2021-01-09,NEW YORK,NY,10028,NEW YORK,2021,TESLA,2021,40.7763,-73.9529
6133,2021-01-10,NEW YORK,NY,10016,NEW YORK,2021,TESLA,2021,40.7443,-73.9781
6135,2020-12-10,NEW YORK,NY,10018,NEW YORK,2021,TESLA,2020,40.7547,-73.9925
6140,2020-12-12,STATEN ISLAND,NY,10305,RICHMOND,2021,TESLA,2020,40.5973,-74.0768
6148,2021-12-20,MIDDLE VILLAGE,NY,11379,QUEENS,2021,TESLA,2021,40.7173,-73.8792
6149,2021-10-20,NEW YORK,NY,10033,NEW YORK,2021,TESLA,2021,40.8496,-73.9356
6150,2021-09-26,BAYSIDE,NY,11364,QUEENS,2021,TESLA,2021,40.7428,-73.7588
6154,2021-09-24,FLUSHING,NY,11367,QUEENS,2021,TESLA,2021,40.728,-73.8195
6159,2021-09-21,RICHMOND HILL,NY,11418,QUEENS,2021,TESLA,2021,40.6982,-73.8345
6160,2021-09-22,NEW YORK,NY,10028,NEW YORK,2021,TESLA,2021,40.7763,-73.9529
6162,2021-09-18,FLUSHING,NY,11355,QUEENS,2021,TESLA,2021,40.7536,-73.8226
6170,2021-09-17,ROCKAWAY PARK,NY,11694,QUEENS,2021,TESLA,2021,40.5766,-73.8428
6176,2021-09-20,BAYSIDE,NY,11360,QUEENS,2021,TESLA,2021,40.7807,-73.7812
6181,2021-10-17,NEW YORK,NY,10010,NEW YORK,2021,TESLA,2021,40.7375,-73.9813
6187,2021-09-10,BROOKLYN,NY,11229,KINGS,2021,TESLA,2021,40.6011,-73.9475
6188,2021-09-02,BROOKLYN,NY,11223,KINGS,2021,TESLA,2021,40.5979,-73.9743
