,ID,Station Name,City,State,ZIP,County,latitude_station,longitude_station
2459,233153,TMD MAIN LOT CT4000-2,Buffalo,NY,14214,Erie,42.9414,-78.8374
2460,227694,Fish Creek Pond Ampitheatre,Saranac Lake,NY,12983,Franklin,44.3243,-74.133
2461,162205,NATIONAL GRID ST LAWRENCE,Canton,NY,13617,St. Lawrence,44.5924,-75.1628
2462,191251,799 SENECA STATION 9,Buffalo,NY,14210,Erie,42.8614,-78.8205
2463,164153,SAVARINO COMPAN BRL 6,Buffalo,NY,14204,Erie,42.884,-78.8597
2464,182261,SUNY BUFFALO JACOBS 1,Buffalo,NY,14228,Erie,43.0408,-78.7812
2465,185361,ADKHOSPITALITY HAMPTON INN 1.3,Lake George,NY,12845,Warren,43.4167,-73.6975
2466,202165,352 8th St,Brooklyn,NY,11215,Kings,40.6669,-73.9828
2467,152450,GREEN ACRES MALL,Valley Stream,NY,11581,Nassau,40.6523,-73.7118
2468,182818,MIDDLE COUNTRY EMPLOYEE PARKIN,Centereach,NY,11720,Suffolk,40.8705,-73.0822
2469,121645,National Grid Liverpool NY,Liverpool,NY,13088,Onondaga,43.1099,-76.187
2470,150255,WARRENCOUNTY DPW 5,Lake George,NY,12845,Warren,43.4167,-73.6975
2471,150502,iPark NYC 555 West Garage Corp. - Tesla Destination,New York,NY,10011,New York,40.7402,-73.9996
2472,234982,HYUN EV TOY CURRY CPF50,Cortlandt,NY,10567,Westchester,41.284,-73.8931
2473,115119,Icon Parking 40 W 26th Street - Tesla Destination,New York,NY,10010,New York,40.7375,-73.9813
2474,195437,City Square,White Plains,NY,10606,Westchester,41.0247,-73.7781
2475,115177,Icon Parking University 10 Parking - Tesla Destination,New York,NY,10003,New York,40.7313,-73.9892
2476,203140,MARRIOTTSS STATION 3,Saratoga Springs,NY,12866,Saratoga,43.0708,-73.7408
2477,115090,Waldorf Astoria New York - Tesla Destination,New York,NY,10022,New York,40.7571,-73.9657
2478,175586,MARKET 32 EV NOTT ST EV1,Schenectady,NY,12308,Schenectady,42.8179,-73.9206
2479,167631,Plattekill Travel Plaza,Plattekill,NY,12589,Ulster,41.616,-74.1439
2480,196176,TSRC PARKING GARAGE,Verona,NY,13478,Oneida,43.1473,-75.5724
2481,171309,SPRINGVALLEYAPT 1.1,Saratoga Springs,NY,12866,Saratoga,43.0708,-73.7408
2482,223101,Orchard Creek,Altamont,NY,12009,Albany,42.7063,-74.0193
2483,202633,Hidden Meadow Trail LLC,Grand Island,NY,14072,Erie,43.0183,-78.9591
2484,123123,Robert Moses State Park Field 2,Babylon,NY,11702,Suffolk,40.6957,-73.3257
2485,181840,854ELLICOTT 589 ELLICOTT 2,Buffalo,NY,14203,Erie,42.8939,-78.8681
2486,162291,VISITORS TOWN OF CLAY,Clay,NY,13041,Onondaga,43.1737,-76.1707
2487,149727,TONAWANDA YPR GOLF DOME 1,Tonawanda,NY,14150,Erie,43.0028,-78.8547
2488,195911,WATERVLIET DOME 3,Watervliet,NY,12189,Albany,42.7298,-73.7123
2489,162160,LOCKS PLAZA LOCK PLAZA,Lockport,NY,14094,Niagara,43.16,-78.6923
2490,223392,Lincoln Square Garage,New York,NY,10023,New York,40.7764,-73.9827
2491,228503,Sunshine Square,Medford,NY,11763,Suffolk,40.8174,-72.9852
2492,168994,Old Westbury Golf and Country Club - Tesla Destination,Old Westbury,NY,11568,Nassau,40.7882,-73.5875
2493,216524,CPP CLUBHOUSE STATION 1,Plainview,NY,11803,Nassau,40.7781,-73.4816
2494,194934,SIENA COLLEGE LOT U EVSE 1,Albany,NY,12211,Albany,42.713,-73.7739
2495,162248,NATIONAL GRID TOPSWILLIAMSVLL,Williamsville,NY,14221,Erie,42.9685,-78.7492
2496,192610,AECSOLAR STATION 2 AEC,Albany,NY,12203,Albany,42.7003,-73.8575
2497,154302,MARKET 32 EV LATHAM EV 1,Latham,NY,12110,Albany,42.7462,-73.763
2498,166368,Staten Island University Hospital (North Side 475 Seaview Ave.),Staten Island,NY,10305,Richmond,40.5973,-74.0768
2499,202139,GREIG FARM GREIG FARM 2,Red Hook,NY,12571,Dutchess,42.0064,-73.8546
2500,227082,Nye Chevrolet,Oneida,NY,13421,Madison,43.0862,-75.6508
2501,203023,"Brixmor Parkway Plaza (Carle Place, NY)",Carle Place,NY,11514,Nassau,40.7512,-73.6119
2502,174197,COLACINO INUSTR COLACINO 2,Newark,NY,14513,Wayne,43.0519,-77.0946
2503,162405,DEER PARK TANGER EV 4,Deer Park,NY,11729,Suffolk,40.7591,-73.3257
2504,114960,Jamesport Vineyards - Tesla Destination,Jamesport,NY,11947,Suffolk,40.9495,-72.5815
2505,229921,DSL Marketing and Energy Icon Parking,New York,NY,10019,New York,40.7651,-73.9858
2506,145763,EPLLC LOCKHEED 4,Liverpool,NY,13088,Onondaga,43.1099,-76.187
2507,196564,NYC FLEET DCASCSTHSE_1_L3,Middle Village,NY,11379,Queens,40.7173,-73.8792
2508,169014,Parkit 200 West End Ave - Tesla Destination,New York,NY,10023,New York,40.7764,-73.9827
2509,223133,HVCC Child Care,Troy,NY,12180,Rensselaer,42.7287,-73.6683
2510,183387,SUNY CORTLAND NEUBIG 1.2,Cortland,NY,13045,Cortland,42.5952,-76.1857
2511,191243,799 SENECA STATION 2,Buffalo,NY,14210,Erie,42.8614,-78.8205
2512,223223,Sugar Creek Glen Campground,Dansville,NY,14437,Livingston,42.57,-77.7109
